keyword,jobkey,skills,salary
python,7c197c57a024615e,"endpoint security, software solutions, object-oriented programming, system administration, troubleshooting, installation, monitoring system performance, security upgrades, Windows, MacOS",200000.0
python,027e461e0d06cadf,"data engineering, database management, logical data modeling, physical data modeling, verbal communication, written communication, problem solving, customer service, time management, SQL, Visual Basic, Oracle, gathering requirements, data pipeline architecture, data extraction, data transformation, data loading, data reliability, data efficiency, data quality, technical support, business metrics, reporting, data visualization, Snowflake, DB2, SQL Server, Python, SAS, PowerBI, Snaplogic, AWS, communication, teamwork, customer focus",89760.0
python,bcad6f1bf04282c8,"Software Engineering, Recruitment, Interviewing, Performance Evaluation, Career Development, Training, Resource Planning, Functional Management, Agile Principles, Leadership",168000.0
python,a9f27a34d2854711,"market research, consumer behavior, project management, survey research, insights, marketing, survey software, data visualization, Javascript, Python",50000.0
python,b6b24f2f1a45b8fb,"AI/ML, longitudinal health record, technical, cultural evolution, architectural decisions, engineering experience, offshore teams, Django, Python, Typescript",162500.0
python,7961b4d12d5d3963,"DevOps Engineer, cloud native technologies, microservices, distributed application architecture, containers, Kubernetes, serverless technology, OpenStack, Nagios, operational monitoring tools",118900.0
python,dbbf1da4409ab956,"Java development, Python development, scripting, data structures, algorithms, building pipelines, framework development, Object-Oriented Programming, design patterns, Java libraries, concurrency patterns, MVC Pattern, JDBC, RESTful web services, web application frameworks, Java GUI frameworks, clean code, class loading mechanism, database handling, scalable application design, database schema design, JVM, automated testing, code versioning tools, building tools",121440.0
python,a387c1b5eb8bb333,"HTML, CSS, Node.js, React.js, Angular2+, software development, web development, automated system tests, debugging, JavaScript",72500.0
python,93f539f794e1e229,"software development, implementation, validation, maintenance, documentation, problem solving, math, engineering, communication, C/C++ programming",132000.0
python,af4f5a676f5c7f23,"Foreign Exchange, Trader, Market Research, Analysis, Hedging Strategy, Valuation, Pricing, Interbank Relationships, E-Trading Platforms, Bloomberg, Communication Skills, Research Skills, Presentation Skills, Programming/Coding, Adaptability",82500.0
python,df7594361da7d3d0,"Python, JavaScript, CSS, HTML, Azure DevOps, Git, Version Control, Agile Development, MySQL, Flask, Django, Cyber Security, OAuth, MS Visual Studio Code, MySQL Queries, Third Party API Integration, Data Models, ORMs, Tiered Applications, Software Design Patterns, Communication Skills, Working Independently",88704.0
python,e359a2761ce709ae,"Predictive Analytics, Modeling, Strategic Thinking, Data Analytics, SQL, Relational Database, SAS, R, Python, Data Mining",55000.0
python,a5bc26bb490099f7,"Python, Server-Side Logic, Code, Low-latency, High-availability, Performance Applications, Data Storage Solutions, Performance Tuning, Collaboration, Problem Solving",63000.0
python,ed89724e64ed8d9e,"Full Stack Developer, GCP, Java, Python, Lean/Agile, Big Data, Software Engineering, OO Design Principles, Google Cloud Technologies, BigQuery",173184.0
python,7e47afc7fb0fa31c,"Bioinformatics, Data analysis, Programming, High-performance computing, Software development, Data management, Statistical analysis, Cloud computing, Container systems, Data modeling",80740.0
python,d8c3aef9950e8f72,"Software Engineering, Coding, Debugging, Integration, Regression Testing, Requirement Testing, Geospatial Intelligence, Command and Control, Communications, Object Oriented Analysis and Design",79365.0
python,d2d96ad9866bf6db,"computational modeling, data science, machine learning, public health, disease transmission models, programming languages, probabilistic programming languages, specialized libraries, continuous integration, code management",152650.0
python,fe6e382847752143,"data science, Python, Pandas, Polars, Matplotlib, sklearn, SQL, statistics, probability, machine learning",130000.0
python,a7fadda4b5611dcd,"data analysis, cost analysis, laws and regulations, communication, presentation, client management, utility regulations, rates and billing, programming skills, auditing",42500.0
python,c45d302d1302a266,"Software development, Java, Python, JavaScript, TypeScript, C++, SQL, PostgreSQL, MySQL, NoSQL, MongoDB, Cassandra, Google Cloud, Docker, Kubernetes, Git, Mercurial, CI/CD pipelines, Jenkins, Travis CI, CircleCI",182500.0
python,63c98b4f889e312a,"data extraction, exploratory data analysis, data cleansing, data aggregation, predictive modeling, statistical modeling, machine learning, SQL, ETL, Python",136450.0
python,c8558bf3632e71cc,"Python, AWS, microservices, Docker, Kubernetes, security, CI/CD, agile, SRE, programming",63360.0
python,aace2e339a96dbf5,"programmatic skills, data acquisition, data analysis, data visualization, reporting, writing, programming language, scraping, teamwork, obtaining public records",44880.0
python,8f515bb8b313fef2,"Python Developer, writing code, testing code, debugging programs, integrating applications, server-side logic, teamwork, web applications, back-end development, user-facing elements",105600.0
python,ab1e2dd747cff865,"Python, ML Engineer, Artificial Intelligence, Machine Learning, AWS, SQL, Data Parsing, Data Manipulation, Software Design, Microservice",125000.0
python,3289cbaa6aff289e,"technical support, troubleshooting, communication, installation, configuration, customization, maintenance, documentation, integration, problem resolution",112500.0
python,00d0215b61643e2d,"Full Stack Development, Atlassian Experience, Jira, Confluence, Bitbucket, GitLab, Python, Java, Troubleshooting, Scripting",111857.095
python,4f60ce33a18b10d8,"Information Security, OpenShift, Kubernetes, Docker, Rego policies, Source code review, REST APIs, Git, GitOps, Cloud Fundamentals, Configuration management, Network architecture, Identity & Access Management, DevOps, DevSecOps",63360.0
python,6810f70b5ed35dd5,"Software Development, Federal Government, Government Systems, Security Protocols, Compliance Standards, Programming Languages, Problem-solving, Analytical Skills, Communication, Teamwork",95000.0
python,035b94dd3e56fab1,"Python, SQL, programming optimization, time-series data sets, multi-process architectures, communication skills, teamwork ability, problem-solving, organization skills, back-end development",167000.0
python,71d2d9b81fea16e9,"Backend Engineer, Python, Type Systems, HTTP APIs, API Design, SQL, Docker, Statically Typed Language, GCP, AWS",125000.0
python,d01e25745039de67,"UX research, qualitative research, quantitative research, usability studies, focus groups, interviews, data analysis, communication skills, statistic tools, Python",123478.5
python,fac8e0b6b630cbf9,"Full Stack Developer, Python, JavaScript, web application development, data visualization, interactive dashboards, geospatial data, communication skills, collaboration tools, REST APIs",91300.0
python,1dcca6b350de5beb,"marketing analytics, data-driven decision-making, communication, tactical, self-starter, SQL, R, Python, Adobe Analytics, reporting and visualization platforms",5200.0
python,60415db4f1f69e02,"rechargeable batteries, computer simulations, sodium-based materials, sustainable energy storage, scientific literature, data analysis, software/scripts development, manuscript writing, data presentation, electronic structure methods",4416.67
python,da295efdd884ad9e,"physical models, sensor response, algorithms, data analysis, geospatial remote sensing, programming, mathematical modeling, scientific instrumentation, spectral image processing, data science",115000.0
python,516645530528c24d,"Full-Stack Software Engineer, NextJs, ReactJs, JavaScript, Streamlit, FastAPI, Python, Postgres, frontend design, user experience, data modeling, database system design, web development, data optimization, technical communication, STEM, Computer Science, Engineering, web development, prototyping, iterative development, agile development methodologies, problem-solving, attention to detail, adaptability, learning new tools and languages",116850.0
python,6dc29534637ab859,"qualitative data coding, quantitative analysis, data visualization, client deliverables, desk research, literature reviews, survey preparation, recruitment, reading skills, writing skills",56500.0
python,a1f082f41febc29c,"Software Engineering, DevOps, Cloud Infrastructure, Code Releases, Integrations, Product Management, Application Lifecycle Management, Root Cause Analysis, Performance Tuning, Troubleshooting",105246.57
python,1aba4ed0144a0642,"Azure, Software Engineer, Artificial Intelligence, AI training, AI inferencing, virtual desktop, video, gaming infrastructure, hardware architectures, network types",114100.0
python,8a0ce48bb002169e,"Python programming, data analysis, automation, cross-functional collaboration, code review, troubleshooting, technical documentation, industry trends, database design, SQL, Agile development, RESTful APIs, web services, problem-solving, communication, Python development, data analytics, large datasets",121851.84
python,fa945d1cdb759ab7,"Automation Testing, JAVA, Selenium, Written Communication, Verbal Communication, Test Architecture, Continuous Integration, SQL, C#/JAVA, Javascript",89000.0
python,5aea131e13f976b7,"DevOps, Cloud, Google Cloud, automation, troubleshooting, software design, Ansible, Jenkins, Github, Maven",42639.5
python,a90130fbec6d3e59,"Materials Artist, AAA quality environments, game experience, high fidelity materials, production, best practices, documentation, recruiting, Unreal Engine 5, 3D art, game development pipelines, Maya, Zbrush, Substance Designer/Painter, Python, scripting languages, procedural tools, Houdini, collaboration, iterative team environment, passion for games",98175.0
python,14f2fb8c41d81055,"Back-End Developer, server-side application development, Node.js, TypeScript, Python, databases, cloud deployment, API development, security, scaling",20064.0
python,9c2af545b57f8baf,"Information Security, Security Plans, Security Policies, Vulnerability Testing, Security Breach Monitoring, Phishing Campaigns, Log Analysis, Scripting Languages, Web Technologies, Cloud Environments",66000.0
python,109f2a58997b00d9,"Data Analytics, Data Analysis, Systems Support, Research, Microsoft Excel, Statistical Analysis, Dashboarding Software, R, Python, SQL Reporting",85000.0
python,a93aa48c3d63e198,"analytical skills, problem-solving, communication skills, cross-functional collaboration, SQL, Excel, Python, Tableau, data visualization, business analysis",115600.0
python,d39826bd35c31e6b,"Software development, Python, Pyspark, Spark, Critical thinking, Problem-solving, Team collaboration, Customer obsession, Enterprise level applications, Relational Database",163300.0
python,e0dd04c26e3e4f11,"backend software engineer, software engineering, python programming, building Linux applications, RESTful APIs, test-driven development, event driven architectures, technical problem solving, security clearance, deploying applications in Kubernetes",95700.0
python,68d57cb66fc7636e,"AI research, tabular data, data analysis, natural language, fast-paced, startup, computer science, machine learning, software development, distributed systems",225000.0
python,02f630f046ce2b43,"Research, Climate Change, Resilience, Mitigation, Adaptation, Evaluation, Data Science, Collaboration, Program Management, Quantitative Analysis",100000.0
python,8120b081894d1624,"AI/ML/NLP, Python, OpenAI, Hugging Face, AWS, Lambda, SageMaker, OpenAI API, Hugging Face Inference Endpoints, Pandas, NumPy, SciPy, Scikit-learn, TensorFlow, PyTorch, Github Copilot, AWS CodeWhisperer, ChatGPT PLUS, HIPAA, SOC 2, communication skills, presentation skills",110000.0
python,c101188482407aff,"Front End Developer, web development, web pages, markup languages, Python, Docker, GCP, Web Front-End Development, Kubernetes, GCP IAP, JavaScript, HTML, CSS",135000.0
python,223835c2873a63e6,"Web Developer, designing, coding, modifying, websites, front-end, back-end, technologies, attention to detail, functional, visually appealing, responsive, user-friendly, optimized, devices, graphic designers, implementation, design concepts, speed, scalability, performance, maintenance, updates, emerging technologies, industry trends, web development processes, troubleshoot, debug, technical problems, Proven experience, front-end development languages, HTML, CSS, JavaScript, responsive design principles, frameworks, Bootstrap, server-side programming languages, PHP, Python, Ruby, Node.js, database systems, MySQL, MongoDB, web server technologies, Apache, Nginx, version control systems, Git, code deployment processes, SEO principles, team environment, collaborate effectively, problem-solving skills",2500.0
python,9e7ac02f7ad89812,"Full Stack Software Engineer, web front-end, back-end technologies, React Native, mobile native technologies, cloud platforms, problem-solving, analytical skills, communication, collaboration",172500.0
python,5d3048f77d421fc9,"Atlassian Administrator, Jira, Confluence, Bitbucket, Bamboo, Groovy scripts, Agile development, Scrum, Linux OS, JQL",81524.5
python,8ff5ca6b5074da40,"AI planning, cybersecurity research, multi-domain awareness, technology curiosity, software development, Python, Linux, docker, problem-solving, networking protocols",190000.0
python,d4a0057a7b000808,"Autosar, Embedded Engineer, Design, Develop, Low-level IoHW drivers, Programming, C, Python, I2C, SPI",98208.0
python,95eda918c74c27b3,"STEM, Arts, teaching, classroom setting, class management, transportation, driver's license, CPR, First Aid, background check",42240.0
python,06d382bce113c6fd,"DevOps, Python, scripting languages, .NET, Java, Angular, Ruby, DevOps best practices, infrastructure automation, Cloud Computing",110627.285
python,3fde6990e772437c,"Software Engineering, API services, Service-oriented architecture, Front-end architectures, Debugging, Profiling applications, RESTful architectures, GraphQL, Open API/Swagger spec, C# .NET, Python, JavaScript, TypeScript, HTML, CSS, Azure cloud services, IoT, Edge computing, Infrastructure as Code, Terraform, SLDC, Authorization mechanisms, Git, Azure DevOps, CI/CD tooling, Algorithms, Data structures, Microsoft AZ-204 certification, Azure services, SPA projects, PWA projects, JavaScript UI framework, React, Angular, Vue",137280.0
python,cb05c9714e166cd4,"Component and System Modeling, Simulation, Data Management, Software Applications, New Product Development, Strategic Development, HVAC Components & Systems, Leadership, Process Improvement, Modeling and Simulation Tools",159000.0
python,ff1956aa6b6ac341,"thermal testing, power testing, performance testing, characterization, measurement activities, computer testing, mobile testing, android platforms, thermal measurement methodologies, data analysis, manual test procedures, Excel, PowerPoint, Keynote, MatLab, Python, lab management, organizing lab space, organizing lab equipment, Engineering, Sciences",79200.0
python,7a4817868082e13c,"Enterprise Infrastructure, Architect, Computer Science, Computer Engineering, Information Systems, Technical Experience, Integration, Security, Management, Systems, Virtualization, Network Operations, Scripting Languages, Cloud Architecture, VMware Administration",135800.0
python,06f45ade1b77f0c9,"software development, C++, Java, Python, quantitative analytics, communication, team-working, project development, financial engineering, risk management",177500.0
python,29885050724d732b,"Software development, Product design, Troubleshooting, Cross-team leadership, Front End Development, Functional JavaScript, Object-Oriented JavaScript, HTML, CSS, Data visualizations, Computer architecture, Data structures, Algorithms, Design patterns, Back End Development, Java, Python, C++, Operating Systems, Multi-Threading, Equal Employment Opportunity, Work-life balance",128590.0
python,a1e9da42be958e8b,"sales, market strategies, customer analysis, value propositions, market intelligence, business proposals, competitor analysis, data collection, financial reporting, database skills",42240.0
python,ffa685d7a35a7612,"Test Automation, Cucumber, SpecFlow, Selenium, SoapUI, Junit, NUnit, TestNG, Java, SQL",90000.0
python,c6bb7474dd697dcd,"statistical analysis, data preparation, data cleaning, summary statistics, programming, Stata, R, MATLAB, Python, LaTeX",49800.0
python,fd6ce4dd92255dbc,"Software Engineer, Intune Engineering, device management, security, modern workplace experiences, cloud-based device configuration, security management, frontend experiences, backend services, agile environment",138450.0
python,98bed5282f560a09,"Software Engineering, Agile, Kubernetes, Infrastructure-as-code, Terraform, Ansible, BGP peering, UI & UX, Programming languages, Cloud infrastructure platforms",215500.0
python,5fd024cd9a6b2eb9,"Software development, DevOps, CICD, Version management, Network and system automation, Virtualization, Container technologies, Knowledge acquisition, Network protocols, Reverse engineering",190000.0
python,7ef9605c575fd760,"quantitative skills, Stata, R, Python, oral communication, written communication, experimental research, ability to work independently, statistical analyses, research protocols",55925.76
python,1e9eb2ec78564db6,"Test Automation, Software Engineer, Design, Development, Maintenance, Test Software, Troubleshooting, Test Plans, Test Procedures, Integration Test",113300.0
python,12f8dc544b6d2363,"Telecom management, Telecom solutions, troubleshooting, implementation, cloud-based solutions, contact center environment, PBX, IVR, Network Management, scripting languages",111500.0
python,4a06c2d16197dd99,"Dev Ops, Platform Engineer, Senior, cloud platform, container platform, container management, Docker, Kubernetes, AWS, Azure",119500.0
python,a7a200a668d91738,"DevOps, AWS, cloud infrastructure administration, Terraform, EKS, Gitlab, Maven, Azure Active Directory, Python, JavaScript",137280.0
python,63a3a8a0b1ccdd9a,"Circuit Design, Layout Design, Microelectronic Electrical Principles, Organizational Skills, Cadence Design Suite, Semiconductor Device Physics, Analog/Mixed Signal Integrated Circuit Design, Verilog-A, Verilog-AMS, Superconducting Reciprocal Quantum Logic Circuit Design",101000.0
python,119daddf931faf88,"Systems Administrator, VMware ESXi, Cisco UCS, Pure Storage, DCs, Upgrades, Patching, Hardening, Escalations, SAN",126720.0
python,946988b4681f3716,"Field Application Engineer, cloud-based platform, Linux-based systems, network systems, training & knowledge sharing, remote deployment environments, Linux operation systems, hardware, network, software, and database, analytical and troubleshooting skills, customer support, scripting, troubleshooting distributed applications, low-level analytics & logs, QA lifecycle & concepts, mechanical experience",75000.0
python,48e3c8e55d827783,"software architect, development/prototyping, business process, communication skills, positive attitude, small team, Amazon Web Services, Python/JavaScript/NodeJs/TypeScript, React, MongoDB/PostgresQL/Milvus",157400.0
python,8c36b1c95f470376,"C++, Python, Linux, Java, SQL, Javascript, scripting, cloud computing, simulation development, data parsing",100000.0
python,0a5d727bd017833e,"Industrial Test Engineer, electronic engineering, electrical engineering, mechanical engineering, advanced theory, mathematical, scientific, engineering principles, test plans, engineering change processes, design and development, systems, testing, validation, electrical systems, software development, AutoCad, design, development, and research, 3D printing, motor design, electromechanical control theory, 3D modeling, system and test engineering methodology, fabrication, material composition, machining, electrical AC/DC theory, depot level repair design, device modeling, board and component layout, schematic capture S/W, electronic components, software design languages, computer interface S/W, EIT, PE license, Green belt certified",86000.0
python,e7fb0632b3a63dfa,"system integration, verification and validation, cost and risk analysis, supportability and effectiveness analysis, functional analysis, timeline analysis, detail trade studies, requirements allocation, interface definition studies, software test cases",118700.0
python,aadf54e401a9f123,"Java, Software development, Cloud architecture, Containers, Unix-based operating systems, Relational database, Linux distributions, Messaging, Web application basics, JIRA, Apache Kafka, Microservices, Containerization, Kubernetes, AWS services, Python, Web server configuration, AWS, Build/deploy tools, Agile environment, Physics, Mathematics, Aerospace, NiFi, CompTIA Security+ CE certification",145500.0
python,10e8dcd6895d7f2c,"Technical Artist, art pipelines, art creation tools, asset pipelines, scripting, art-content systems, 3D and 2D artists, Unity, Maya or 3D StudioMax, Python and MEL",80000.0
python,54318c5bb3bf008d,"Network Engineer, network routing, network switching, private cloud environments, network deployment, network implementation, reliability, security, performance, troubleshooting",189000.0
python,c89057d149f8768e,"IT Audit, Risk Management, Technology, Operational Risk, Information Technology, Data Management, Governance, COBIT, NIST, ISO",124000.0
python,122edf643a466ee6,"Data Science, Machine Learning, Data Engineering, Behavioral Analyses, Time Series Data, Open-source Tools, Privacy and Ethics, Data-driven Problem Solving, Python, Communication Excellence",196500.0
python,e7e0906415c6e557,"software engineering, Chinese language, research experience, cybersecurity, natural language processing, machine learning, web scraping, data analysis, Python programming, source control",190000.0
python,51ad7d5f9262f5b6,"MBSE, Digital Engineering, Remote Sensing, Missile Warning, Tactical Intelligence, Surveillance, Reconnaissance, Environmental Monitoring, Systems Engineering, Model-Based Systems Engineering",112000.0
python,9f0441a61d2391c8,"Data Storage Technologies, Virtual Infrastructure, Network Engineering, Windows Systems Engineering, Linux Engineering, Scripting/Automation, NetApp, VMware vCenter, Cisco, Red Hat Enterprise Linux",154200.0
python,31442ea361d80051,"Java programming, distributed systems, networking, multi-threading, MapReduce, Apache Hadoop, HDFS, Apache Accumulo, Apache NiFi, NoSQL, MongoDB, Spring framework, Microservice Architectures, REST APIs, Agile development, Scrum, Containerization, Docker, Kubernetes, JMS, ActiveMQ, RabbitMQ, Automated testing, JAVA, Junit, Mockito, Data Serialization Format, JSON, YAML, Linux fundamentals, Python scripting, Bash scripting, source code management, Git, Maven, Jira, Continuous Integration, Continuous Testing, Bamboo, Jenkins, GitLab, Continuous Monitoring, ELK Stack, ElasticSearch, Logstash, Kibana, Nagios",247000.0
python,fb1fa4ca4a3444e9,"software development, requirements analysis, installation, integration, evaluation, enhancement, maintenance, testing, problem diagnosis, system engineering, distributed computation, scripting languages, Cloud System management, hardware/software systems, Cloud Systems Administrator Developer Certification, Computer Science, TS/SCI security clearance, UNIX, Linux OS, SaltStack automation framework, SaltStack programing language, SaltStack systems management, network infrastructures, PKI, IPSEC, VPN, distributed storage, querying algorithms, documentation, object-oriented programming languages, COTS products integration, analytical skills, information systems integration, storage optimization, multi-thread environment, software debugging, system performance, Configuration Management, monitoring tools, Agile software methodologies",145500.0
python,e421fe942c025eb1,"Electrical, Electrical engineering, Hardware development, PCB Design, FPGA, Microprocessor, Power supplies, Motor control, Actuator systems, Avionics",176140.8
python,8af196595157a778,"Telecom management, Telecom solutions, troubleshooting, implementation, cloud-based solutions, contact center environment, PBX, IVR, Network Management, scripting languages",111500.0
python,750843c48992787f,"System Administrator, Windows Domain Servers administration, LINUX/UNIX operating systems, DoD TS/SCI, CompTIA Security+, PERL, C++, Java, Python, Cisco and Juniper routers and switches",124800.0
python,44254493ee014456,"intelligence analysis, protective intelligence, site security intelligence, travel security intelligence, strategic intelligence, process standards, intelligence reports, analytical reports, threat assessments, project management",106140.0
python,526b715fb8724253,"Privacy and Security, Software Development, Computer Science, Computer Engineering, Python, Java, Golang, C#, C++, Software Engineering",129600.0
python,b4f67e94190c9546,"data collection, user privacy, local regulations, privacy features, data security, compliance, backend services, programming languages, communication skills, data compliance",142432.5
python,87f7962cdb276665,"Python, Java, proprietary languages, predictive capabilities, data analysis, problem solving, root cause analysis, organizational skills, configuration management, data analytics",110050.0
python,6237fec217bf31d3,"test strategy, test cases, functional testing, performance testing, regression testing, automation, CI/CD, development processes, QA processes, python, go, java, coding skills, troubleshooting, communication skills, learning skills, teamwork skills, quality metrics, dashboards, KPI management, inclusivity, diversity, reasonable accommodations, medical insurance, dental insurance, vision insurance, disability insurance, life insurance, flexible spending account, paid time off, sick leave, parental leave, supplemental disability, mental health benefits, emotional health benefits, 401K, gym reimbursement, cellphone service reimbursement",194200.0
python,47c3203aba631469,"Principal Architect, Data Modernization, Cloud Native Solutions, Azure, Snowflake, SSIS, Azure Data Factory, Python, Data Engineering, Data Architecture",200640.0
python,6b364c9458600ea4,"FPGA, VHDL, Verilog, Oscilloscope, Test Equipment, Xilinx FPGA, Vivado, Microprocessor, Embedded Linux, DSP",120000.0
python,812065050a975edb,"machine learning, deep learning, statistical predictive models, analytical approaches, patient engagement, medication adherence, A/B testing, Multi-Armed Bandits, Data Engineering, IT, technical teams, data sources, feature stores, model development, model deployment, SQL code, Exploratory Data Analysis, business collaboration, marketing collaboration, trade collaboration, mentoring, Python, SQL, Github, MLOps, cloud based ML frameworks, AWS, Azure, GCP, Mathematics, Statistics, Computer Science, Business Analytics, Economics, Physics, Engineering, Bachelor's degree, Master's degree, PhD",151750.0
python,b2d16347464bf599,"machine learning, research, data science, statistical modeling, python programming, mathematics, statistics, technical communication, teamwork, problem-solving",202450.0
python,7ee51543b4dd7320,"Analytics, Software Engineering, Data Engineering, Clinical, Data Science, Python, C, C++, Java, PySpark",102500.0
python,6e1e89189dd04558,"cybersecurity, innovation, customer, forensics, testing, automation, software development, operating systems, Python, cloud technologies",167500.0
python,d10cd67a49ab968d,"software development, Python, cloud computing, AWS, source control, DevOps, CI/CD pipelines, Docker, machine learning, database design",175000.0
python,90eb280734ab1d3b,"software engineering, programming languages, object oriented analysis, design, software design, code, operating systems, version control tools, security clearance, communication skills",77826.5
python,25436ea942298d52,"Software Engineer, high quality software, attention to detail, data and API integrations, scalability, performance, observability, security, programming languages, web app technologies",190000.0
python,5ca8abd99064715c,"data analysis, data management, data visualization, SQL, programming, Excel, SAP, SPSS, SAS, R",137280.0
python,727b211c3ea29ab7,"fisheries research, data analysis, sampling equipment, fish culture, equipment maintenance, laboratory procedures, technical writing, mechanical skills, interpersonal relations, public speaking",40382.68
python,698c22ac1b81b58e,"Systems Engineering, Integration & Test, Space Systems, Model Based System Engineering, Requirements Traceability, Verification Cross Reference Matrices, Analytical Thinking, Problem-Solving Skills, Communication Skills, Top Secret Clearance",104100.0
python,84b835b9d72f9cc9,"data analysis, GIS, research, partnership management, climate change mitigation, adaptation, environmental justice, equity, data management, GIS technical support",59500.0
python,150cd3c01a3b4b15,"data analyst, analytics, data sets, SQL, Python, R, Microsoft Office Suite, data visualization, mathematics, statistics",69200.0
python,e41e34220da89c67,"AI/ML, Machine Learning, data science, deep learning, Python, SQL, Bigdata pipelines, GCP, Probability, Statistics",600.0
python,dbe939ad16017968,"geospatial ecologist, social scientist, forest ecology, wildfire management, habitat modeling, quantitative/spatial social science, ecosystem ecology, forest management, analytical thinking, management experience",90500.0
python,0bc20f571892451d,"lab work, lab automation, molecular biology, assay development, HTS, NGS, wet-lab techniques, liquid handling robots, data analysis, project management",175000.0
python,eebbb5f3fd98f4c6,"computational chemistry, organic chemistry, medicinal chemistry, ligand-based methods, structure-based methods, ADME optimization, data triaging, virtual screening, molecular simulation, Python programming",186000.0
python,408a53396dce8757,"Infrastructure Engineer, RHEL, Subject Matter Expert, system requirements, architect, deployment, implementation, support, Linux System Administration, programming, scripting languages, Scaled Agile Frameworks, Server hardware administration, networks, storage, virtualization, Agile Development Methodologies, code repository systems, CompTIA Security +, Computer networking, LAN, Security clearance",126720.0
python,16a065a3be1e3e33,"data analytics, data science, statistical analysis, Python, R, Java, business intelligence, data visualization, ETL, machine learning",119550.0
python,d16c2a8ed35d9623,"Agile software development, Software engineering, Scalable software applications, Digital channels, Enterprise architecture, Technical execution, Business analysis, Technical design, Software development, Latest technologies",45150.0
python,ff640f79c9683945,"file transmissions, EDI files, written communication, verbal communication, troubleshooting, project management, SFTP, file transfer technologies, SQL, Python",50456.5
python,3fd168ddba51baee,"LINUX familiarity, installing PDKs, installing CAD tools, Extraction, simulators, Scripting, reading Schematics, SPICE simulation, Digital synthesis, compilers",90277.44
python,e1a76892985cce14,"React JS, JAVA, API, Spark, Python, Flask, FastAPI, React Native, Typescript, Swift",95040.0
python,adec1ff4165df9f8,"quantitative analysis, statistical reasoning, machine learning techniques, Python programming, data analysis, equity position, market data, balance accounting, ranking models, recommender system",245000.0
python,82a1e7aba70d87bc,"AI, medicine, machine learning, forecasting, clinical trials, software engineering, Python, data science, cloud-based software systems, machine learning systems",190000.0
python,b7f1f50ca63582e8,"computational modeling, analysis, pipelines, kinematics estimation, motion capture data, deep reinforcement learning, agent-based models, software engineering, Python, Neuroscience, Computer Science, Math, Physics, Statistics",48734.399999999994
python,3a5e6338d656db8d,"documentation, learning, enablement, project management, customer success, support, solution engineering, product development, financial reporting, risk reporting",90500.0
python,08626343bd306ff2,"Software Engineering, Problem Solving, Software Development, System Security, Cybersecurity, High Performance Computing, Quantum Computing Research, Data Analytics, Machine Learning, Artificial Intelligence",132366.5
python,3e56888a41c130cb,"Developer Support, API, SDK, troubleshooting, REST APIs, JSON, XML, SOAP, coding languages, GitHub, technical customer support, Salesforce Development, Salesforce Apex, crafting technical articles, programming languages, SaaS troubleshooting, technical issues, performance troubleshooting, network troubleshooting",117325.0
python,f009c59fd0794a3d,"Software Engineering, Instructor, Teaching, Tech Stack, Python, APIs, Libraries, Command line/bash, Version control, Web technologies",2250.0
python,5dac8ef78f96752d,"data visualization, data applications, dashboards, data wrangling, Restful APIs, JSON, SQL, Python, cloud database technologies, visualization libraries",160000.0
python,cbf83cea150a03a8,"Python, AWS, serverless, RDS Aurora, Lambda, EventBridge, Glue, API Gateway, Secrets Manager, django",126720.0
python,771589ced689a152,"statistics, analytics, data visualization, data analysis, research, SQL, R/Python, reporting, visualization tools, communication skills",80000.0
python,dc527df103b3085d,"Backend Software Engineer, Python, JavaScript, Refactor code, Automatic tests, Data collection, Data storage, Data integration, Technical communication, Mentoring, Scoping and design, Applied mathematics, Data processing, Data Science, Performance computing, Referential databases, Communication skills, Interpersonal skills, Wholesale electricity markets",125000.0
